run_type,algorithm,subset_id,subset_clients,graph_id,dataset_id,num_clients,client_fraction,out_csv,ckpt_path,ala_csv_path,rounds,local_epochs,selection_metric,selection_metrics,selection_direction,fedala_mode,fedala_ala_lr,fedala_ala_rand_percent,fedala_ala_convergence_std,fedala_ala_convergence_window,fedala_ala_max_steps,mcw,num_layers,lr,weight_decay,dropout,hidden_dim,use_ego_ids,batch_size,output_head,architecture,seed,model_tag,gamma,q_value,q_iid,q_other_share,q_assigned_share,mask_fraction,controlled_benchmark,mask_mode,family,manifest_subset_id
fedala_fedavg,fedala_fedavg,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,4000040|4000041|4000042|4000043|4000044|4000045|4000046|4000047|4000048|4000049|4000050|4000051|4000052|4000053|4000054|4000055|4000056|4000057|4000058|4000059,all,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community0_q80_cycle6|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community1_q80_cycle6|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q80_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q80_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q80_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q80_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community2_q80_cycle6|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle2|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle3|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle4|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle5|planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_community3_q80_cycle6,20,1.0,andrea/runs_twenty_client_fedala_q08/fedala_alln20_4000040_4000059_a82ea3ca55_rounds80_epoch1_alalr1.0_rand20.0_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_ms_seed2.csv,andrea/runs_twenty_client_fedala_q08/fedala_alln20_4000040_4000059_a82ea3ca55_rounds80_epoch1_alalr1.0_rand20.0_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_ms_seed2.pt,andrea/runs_twenty_client_fedala_q08/fedala_alln20_4000040_4000059_a82ea3ca55_rounds80_epoch1_alalr1.0_rand20.0_mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti_selms5_ms_seed2_ala.csv,80,1,multi,loss|micro_f1|macro_pos_f1|micro_pr_auc|macro_pr_auc,mixed,all,1.0,20.0,0.1,10,100,auto,6,0.001,0.0001,0.1,64,True,64,multi,multihead,2,mcwauto_layers6_lr0.001_wd0.0001_do0.1_hd64_egoTrue_bs64_headmulti,0.8,0.8,0.2,0.0499999999999999,0.8,0.8,planted_community_q_task_label_heterogeneity,q_task_label_allocation,planted_community_q_task_label_heterogeneity,planted_chordal_c4_n2000_d3p0_3p0_3p5_3p5_delta8p0_12p0_8p0_12p0_bridge40_seed0_q80_20clients
