split,cycle2,cycle3,cycle4,cycle5,cycle6,scatter_gather,biclique
train,6082,9313,14719,23397,36631,29428,14766
val,6157,9240,14622,23375,37037,29190,14881
test,6237,9276,14989,23755,37338,29738,15016
